idHecho,N_VICTIMAS,FECHA_x,AAAA_x,MM_x,DD_x,HORA,HH,TIPO_DE_CALLE,COMUNA,Longitud,Latitud,VICTIMA_x,ACUSADO,ROL,SEXO,semestre,dia_semana_espanol,Rango Etario
2018-0024,1,2018-02-28,2018,2,28,2023-12-05 23:00:00,23,avenida,15,-58.47087351,-34.57827342,peaton,cargas,peaton,masculino,1,Miércoles,Anciano
2018-0025,1,2018-03-04,2018,3,4,2023-12-05 22:30:00,22,avenida,7,-58.4596221,-34.6224514,peaton,auto,peaton,masculino,1,Domingo,Anciano
2018-0026,1,2018-03-09,2018,3,9,2023-12-05 04:45:00,4,avenida,4,-58.41657793,-34.65476216,movil,cargas,conductor,masculino,1,Viernes,Adulto
2018-0026,1,2018-03-09,2018,3,9,2023-12-05 04:45:00,4,avenida,4,-58.41657793,-34.65476216,movil,cargas,pasajero_acompaniante,masculino,1,Viernes,Adulto
2018-0027,1,2018-03-11,2018,3,11,2023-12-05 23:00:00,23,calle,5,-58.41911301,-34.63722107,peaton,moto,peaton,femenino,1,Domingo,Anciano
2018-0028,1,2018-03-13,2018,3,13,2023-12-05 15:45:00,15,avenida,9,-58.47120586,-34.64251042,peaton,cargas,peaton,masculino,1,Martes,Anciano
2018-0029,1,2018-03-15,2018,3,15,2023-12-05 18:00:00,18,avenida,11,-58.47418944,-34.62049672,moto,auto,conductor,masculino,1,Jueves,Adulto
2018-0030,1,2018-03-20,2018,3,20,2023-12-05 01:30:00,1,avenida,15,-58.46720441,-34.57905579,moto,moto,conductor,masculino,1,Martes,Adulto
2018-0031,1,2018-03-28,2018,3,28,2023-12-05 10:15:00,10,avenida,11,-58.46909362,-34.6177971,moto,cargas,conductor,masculino,1,Miércoles,Adulto
2018-0032,1,2018-04-02,2018,4,2,2023-12-05 13:00:00,13,avenida,13,-58.44704343,-34.5688864,peaton,pasajeros,peaton,masculino,1,Lunes,Anciano
2018-0033,1,2018-04-07,2018,4,7,2023-12-05 07:30:00,7,avenida,10,-58.50535541,-34.62902048,moto,cargas,conductor,femenino,1,Sábado,Adulto de Edad Media
2018-0034,1,2018-04-11,2018,4,11,2023-12-05 18:15:00,18,avenida,2,-58.40021675,-34.59522198,peaton,pasajeros,peaton,masculino,1,Miércoles,Adulto
2018-0035,1,2018-04-12,2018,4,12,2023-12-05 16:45:00,16,avenida,7,-58.46325991,-34.62919627,peaton,pasajeros,peaton,femenino,1,Jueves,Adulto de Edad Media
2018-0036,1,2018-04-13,2018,4,13,2023-12-05 23:15:00,23,avenida,15,-58.49471482,-34.59694755,moto,auto,conductor,masculino,1,Viernes,Adulto de Edad Media
2018-0037,1,2018-04-18,2018,4,18,2023-12-05 18:45:00,18,avenida,2,-58.3987261,-34.59975962,peaton,cargas,peaton,masculino,1,Miércoles,Anciano
2018-0038,1,2018-04-20,2018,4,20,2023-12-05 17:10:00,17,avenida,1,-58.38872177,-34.60885045,peaton,auto,peaton,femenino,1,Viernes,Adulto Mayor
2018-0038,1,2018-04-20,2018,4,20,2023-12-05 17:10:00,17,avenida,1,-58.38872177,-34.60885045,peaton,auto,peaton,masculino,1,Viernes,Anciano
2018-0039,1,2018-04-21,2018,4,21,2023-12-05 22:15:00,22,autopista,14,0.0,0.0,peaton,auto,peaton,masculino,1,Sábado,Adulto de Edad Media
2018-0040,1,2018-04-27,2018,4,27,2023-12-05 11:00:00,11,calle,13,-58.45686132,-34.57305993,peaton,cargas,peaton,femenino,1,Viernes,Adulto de Edad Media
2018-0041,1,2018-04-27,2018,4,27,2023-12-05 13:30:00,13,avenida,4,-58.42281627,-34.64282424,peaton,pasajeros,peaton,femenino,1,Viernes,Anciano
2018-0042,1,2018-04-27,2018,4,27,2023-12-05 18:43:00,18,calle,4,-58.38666024,-34.63953396,moto,cargas,pasajero_acompaniante,masculino,1,Viernes,Adulto Joven
2018-0043,1,2018-04-28,2018,4,28,2023-12-05 06:30:00,6,avenida,11,-58.49122843,-34.61207587,moto,auto,conductor,masculino,1,Sábado,Adulto
2018-0044,1,2018-04-28,2018,4,28,2023-12-05 09:00:00,9,avenida,3,-58.40098306,-34.61866627,peaton,auto,peaton,femenino,1,Sábado,Adulto Mayor
2018-0045,1,2018-04-30,2018,4,30,2023-12-05 07:00:00,7,avenida,13,-58.45448963,-34.5791692,auto,cargas,conductor,masculino,1,Lunes,Anciano
2018-0046,1,2018-05-02,2018,5,2,2023-12-05 03:15:00,3,gral paz,9,-58.52927982,-34.63931752,peaton,auto,peaton,masculino,1,Miércoles,Niñez
2018-0047,1,2018-05-08,2018,5,8,2023-12-05 19:00:00,19,avenida,15,-58.44759966,-34.5917024,peaton,pasajeros,peaton,masculino,1,Martes,Anciano
2018-0048,1,2018-05-09,2018,5,9,2023-12-05 10:30:00,10,avenida,7,-58.46411215,-34.62925068,peaton,pasajeros,peaton,masculino,1,Miércoles,Adulto Mayor
2018-0049,1,2018-05-11,2018,5,11,2023-12-05 19:15:00,19,calle,13,-58.4621322,-34.55395823,peaton,auto,peaton,femenino,1,Viernes,Adulto de Edad Media
2018-0050,1,2018-05-14,2018,5,14,2023-12-05 18:45:00,18,avenida,13,-58.45669422,-34.5620361,peaton,pasajeros,peaton,femenino,1,Lunes,Adulto Mayor
2018-0051,1,2018-05-15,2018,5,15,2023-12-05 21:15:00,21,calle,4,-58.3597716,-34.64341878,peaton,auto,peaton,femenino,1,Martes,Adulto Mayor
2018-0052,1,2018-05-18,2018,5,18,2023-12-05 20:30:00,20,avenida,15,-58.49820145,-34.59070093,peaton,pasajeros,peaton,masculino,1,Viernes,Anciano
2018-0053,1,2018-05-20,2018,5,20,2023-12-05 02:30:00,2,calle,3,-58.4105928,-34.5993918,moto,auto,conductor,masculino,1,Domingo,Adulto de Edad Media
2018-0054,1,2018-05-22,2018,5,22,2023-12-05 11:15:00,11,calle,12,-58.47969138,-34.57121563,peaton,bicicleta,peaton,femenino,1,Martes,Anciano
2018-0055,1,2018-05-29,2018,5,29,2023-12-05 07:30:00,7,avenida,3,-58.40351561,-34.61883916,moto,auto,conductor,masculino,1,Martes,Adulto Joven
2018-0056,1,2018-06-02,2018,6,2,2023-12-05 13:00:00,13,avenida,9,-58.51973844,-34.63918987,peaton,pasajeros,peaton,femenino,1,Sábado,Anciano
2018-0057,1,2018-06-03,2018,6,3,2023-12-05 03:30:00,3,calle,3,-58.39311376,-34.62163006,moto,pasajeros,conductor,masculino,1,Domingo,Adulto
2018-0058,1,2018-06-03,2018,6,3,2023-12-05 06:30:00,6,avenida,15,-58.43531242,-34.59082159,moto,auto,conductor,masculino,1,Domingo,Adulto
2018-0059,1,2018-06-08,2018,6,8,2023-12-05 06:20:00,6,avenida,5,-58.41178165,-34.63035454,moto,otro,conductor,masculino,1,Viernes,Adulto Mayor
2018-0060,1,2018-06-08,2018,6,8,2023-12-05 12:50:00,12,avenida,1,-58.370488,-34.60189492,peaton,pasajeros,peaton,masculino,1,Viernes,Adulto Mayor
2018-0061,1,2018-06-10,2018,6,10,2023-12-05 11:15:00,11,calle,3,-58.39883882,-34.61964833,moto,moto,conductor,masculino,1,Domingo,Adulto Mayor
2018-0062,1,2018-06-14,2018,6,14,2023-12-05 01:00:00,1,calle,6,-58.44110156,-34.62082399,peaton,cargas,peaton,masculino,1,Jueves,Adulto
2018-0063,1,2018-06-16,2018,6,16,2023-12-05 21:15:00,21,avenida,1,-58.37093138,-34.59952725,peaton,pasajeros,peaton,femenino,1,Sábado,Adulto
2018-0064,1,2018-06-25,2018,6,25,2023-12-05 01:15:00,1,avenida,7,-58.45855262,-34.63953253,auto,cargas,conductor,masculino,1,Lunes,Adulto
2018-0065,1,2018-06-26,2018,6,26,2023-12-05 17:30:00,17,calle,1,-58.38161909,-34.59283447,moto,cargas,conductor,masculino,1,Martes,Adulto de Edad Media
2018-0066,1,2018-06-28,2018,6,28,2023-12-05 11:00:00,11,avenida,15,-58.45511899,-34.58698157,peaton,pasajeros,peaton,masculino,1,Jueves,Anciano
2018-0067,1,2018-06-29,2018,6,29,2023-12-05 16:15:00,16,avenida,4,-58.37724226,-34.62973033,pasajeros,auto,pasajero_acompaniante,femenino,1,Viernes,Anciano
2018-0068,1,2018-07-01,2018,7,1,2023-12-05 09:00:00,9,avenida,7,-58.45546217,-34.62930339,moto,auto,conductor,masculino,2,Domingo,Adulto Joven
2018-0069,1,2018-07-04,2018,7,4,2023-12-05 21:45:00,21,avenida,2,-58.39897064,-34.59954925,bicicleta,pasajeros,ciclista,masculino,2,Miércoles,Adulto Joven
2018-0070,1,2018-07-07,2018,7,7,2023-12-05 15:45:00,15,calle,3,-58.40917826,-34.62126274,moto,pasajeros,conductor,masculino,2,Sábado,Adulto
2018-0071,1,2018-07-10,2018,7,10,2023-12-05 17:50:00,17,avenida,1,-58.36726348,-34.61099738,moto,cargas,conductor,masculino,2,Martes,Adulto de Edad Media
2018-0072,1,2018-07-11,2018,7,11,2023-12-05 13:15:00,13,autopista,8,-58.48267426,-34.68454456,moto,cargas,conductor,masculino,2,Miércoles,Adulto
2018-0073,1,2018-07-11,2018,7,11,2023-12-05 15:45:00,15,avenida,4,-58.39546165,-34.65168841,peaton,cargas,peaton,femenino,2,Miércoles,Anciano
2018-0074,1,2018-07-14,2018,7,14,2023-12-05 06:04:00,6,avenida,7,-58.46941984,-34.63376545,auto,cargas,conductor,masculino,2,Sábado,Adulto
2018-0075,1,2018-07-15,2018,7,15,2023-12-05 07:30:00,7,avenida,14,-58.40367321,-34.58129246,peaton,auto,peaton,masculino,2,Domingo,Adulto Joven
2018-0076,1,2018-07-16,2018,7,16,2023-12-05 09:30:00,9,calle,9,-58.52932872,-34.65014993,auto,cargas,conductor,masculino,2,Lunes,Anciano
2018-0077,1,2018-07-16,2018,7,16,2023-12-05 23:15:00,23,calle,3,-58.40917826,-34.62126274,auto,cargas,conductor,masculino,2,Lunes,Adulto Mayor
2018-0078,1,2018-07-21,2018,7,21,2023-12-05 06:15:00,6,calle,2,-58.41264127,-34.59473294,peaton,auto,peaton,masculino,2,Sábado,Adulto
2018-0079,1,2018-07-23,2018,7,23,2023-12-05 07:15:00,7,gral paz,9,-58.50877521,-34.66977709,peaton,cargas,peaton,masculino,2,Lunes,Adulto de Edad Media
2018-0080,1,2018-07-25,2018,7,25,2023-12-05 22:22:00,22,avenida,9,-58.51232237,-34.6590353,peaton,auto,peaton,masculino,2,Miércoles,Adulto
2018-0081,1,2018-07-29,2018,7,29,2023-12-05 06:30:00,6,avenida,7,-58.44744156,-34.64567171,peaton,multiple,peaton,masculino,2,Domingo,Adulto de Edad Media
2018-0082,1,2018-08-01,2018,8,1,2023-12-05 15:53:00,15,avenida,9,-58.49441273,-34.65869968,moto,cargas,conductor,femenino,2,Miércoles,Adolescencia
2018-0083,1,2018-08-02,2018,8,2,2023-12-05 05:20:00,5,gral paz,8,-58.47976785,-34.69153196,moto,cargas,conductor,masculino,2,Jueves,Adulto de Edad Media
2018-0084,1,2018-08-03,2018,8,3,2023-12-05 07:25:00,7,avenida,1,-58.36523349,-34.62260331,peaton,cargas,peaton,masculino,2,Viernes,Adulto Mayor
2018-0085,1,2018-08-03,2018,8,3,2023-12-05 18:16:00,18,avenida,3,-58.39118948,-34.62704273,moto,pasajeros,pasajero_acompaniante,femenino,2,Viernes,Adulto Joven
2018-0085,1,2018-08-03,2018,8,3,2023-12-05 18:16:00,18,avenida,3,-58.39118948,-34.62704273,moto,pasajeros,conductor,masculino,2,Viernes,Adulto
2018-0086,1,2018-08-10,2018,8,10,2023-12-05 21:44:00,21,avenida,9,-58.49019551,-34.65015854,peaton,pasajeros,peaton,masculino,2,Viernes,Adulto de Edad Media
2018-0087,1,2018-08-15,2018,8,15,2023-12-05 19:20:00,19,avenida,5,-58.41644362,-34.63023775,peaton,pasajeros,peaton,masculino,2,Miércoles,Anciano
2018-0088,1,2018-08-17,2018,8,17,2023-12-05 16:36:00,16,gral paz,12,-58.5007381,-34.5497951,moto,cargas,conductor,masculino,2,Viernes,Adulto de Edad Media
2018-0089,1,2018-08-17,2018,8,17,2023-12-05 17:56:00,17,avenida,4,-58.39626094,-34.63036565,peaton,pasajeros,peaton,masculino,2,Viernes,Anciano
2018-0090,1,2018-08-18,2018,8,18,2023-12-05 10:34:00,10,avenida,8,-58.43284809,-34.67051543,moto,auto,conductor,masculino,2,Sábado,Adulto
2018-0091,1,2018-08-19,2018,8,19,2023-12-05 18:47:00,18,autopista,9,-58.52280139,-34.63659934,auto,auto,pasajero_acompaniante,femenino,2,Domingo,Adulto Joven
2018-0092,1,2018-08-20,2018,8,20,2023-12-05 08:20:00,8,avenida,14,-58.4233693,-34.59774487,moto,auto,conductor,masculino,2,Lunes,Adulto Joven
2018-0093,1,2018-08-20,2018,8,20,2023-12-05 08:41:00,8,calle,1,-58.38691681,-34.63105973,peaton,pasajeros,peaton,masculino,2,Lunes,Adulto
2018-0094,1,2018-08-23,2018,8,23,2023-12-05 05:35:00,5,calle,14,-58.4116902,-34.5857988,moto,pasajeros,conductor,masculino,2,Jueves,Adulto
2018-0095,1,2018-08-26,2018,8,26,2023-12-05 00:59:00,0,avenida,9,-58.46739825,-34.65117757,auto,auto,pasajero_acompaniante,femenino,2,Domingo,Adulto Mayor
2018-0096,1,2018-08-31,2018,8,31,2023-12-05 22:20:00,22,autopista,8,-58.44483258,-34.67152226,peaton,auto,peaton,masculino,2,Viernes,Adulto de Edad Media
2018-0097,1,2018-09-02,2018,9,2,2023-12-05 10:50:00,10,avenida,8,-58.43254025,-34.66128115,auto,otro,conductor,femenino,2,Domingo,Adulto de Edad Media
2018-0098,1,2018-09-09,2018,9,9,2023-12-05 05:00:00,5,gral paz,8,-58.47199387,-34.69640164,auto,auto,conductor,masculino,2,Domingo,Adulto Mayor
2018-0098,1,2018-09-09,2018,9,9,2023-12-05 05:00:00,5,gral paz,8,-58.47199387,-34.69640164,auto,auto,pasajero_acompaniante,masculino,2,Domingo,Adulto Mayor
2018-0099,1,2018-09-12,2018,9,12,2023-12-05 14:25:00,14,avenida,7,-58.46411215,-34.62925068,peaton,pasajeros,peaton,masculino,2,Miércoles,Adulto Joven
2018-0100,1,2018-09-20,2018,9,20,2023-12-05 10:30:00,10,avenida,1,-58.36217754,-34.62367156,moto,auto,sd,femenino,2,Jueves,Adulto
2018-0101,1,2018-09-21,2018,9,21,2023-12-05 00:15:00,0,gral paz,12,-58.48098594,-34.5407313,auto,multiple,conductor,masculino,2,Viernes,Adulto de Edad Media
2018-0102,1,2018-09-21,2018,9,21,2023-12-05 00:30:00,0,calle,4,-58.41083404,-34.64640709,moto,auto,conductor,masculino,2,Viernes,Adulto Joven
2018-0103,1,2018-09-27,2018,9,27,2023-12-05 17:51:00,17,avenida,7,-58.44609828,-34.64446729,peaton,moto,peaton,masculino,2,Jueves,Infante
2018-0104,1,2018-10-01,2018,10,1,2023-12-05 08:58:00,8,autopista,4,-58.37709334,-34.64035082,moto,moto,conductor,masculino,2,Lunes,Adulto Joven
2018-0105,1,2018-10-03,2018,10,3,2023-12-05 18:12:00,18,avenida,7,-58.46963952,-34.63070603,peaton,pasajeros,peaton,femenino,2,Miércoles,Adulto Mayor
2018-0106,1,2018-10-04,2018,10,4,2023-12-05 22:02:00,22,avenida,13,-58.43674281,-34.55161027,moto,moto,conductor,masculino,2,Jueves,Adulto
2018-0107,1,2018-10-06,2018,10,6,2023-12-05 14:20:00,14,avenida,3,-58.4059686,-34.61011987,peaton,pasajeros,peaton,femenino,2,Sábado,Anciano
2018-0108,1,2018-10-09,2018,10,9,2023-12-05 14:00:00,14,avenida,1,-58.36154069,-34.60463618,moto,auto,conductor,masculino,2,Martes,Adulto de Edad Media
2018-0109,1,2018-10-10,2018,10,10,2023-12-05 22:12:00,22,avenida,1,-58.37062179,-34.60066507,peaton,pasajeros,peaton,masculino,2,Miércoles,Adulto
2018-0110,1,2018-10-13,2018,10,13,2023-12-05 03:05:00,3,avenida,15,-58.43220014,-34.60207186,peaton,moto,peaton,masculino,2,Sábado,Anciano
2018-0111,1,2018-10-19,2018,10,19,2023-12-05 12:13:00,12,autopista,9,-58.46958442,-34.64949724,moto,cargas,conductor,masculino,2,Viernes,Adulto
2018-0112,1,2018-10-24,2018,10,24,2023-12-05 09:18:00,9,calle,15,-58.44671397,-34.59970903,moto,cargas,conductor,femenino,2,Miércoles,Adulto
2018-0113,1,2018-10-25,2018,10,25,2023-12-05 11:00:00,11,calle,11,-58.47152163,-34.61474911,moto,cargas,conductor,masculino,2,Jueves,Adulto Joven
2018-0114,1,2018-10-30,2018,10,30,2023-12-05 02:15:00,2,avenida,1,-58.39032921,-34.61807951,moto,auto,conductor,masculino,2,Martes,Adulto Joven
2018-0115,1,2018-10-31,2018,10,31,2023-12-05 12:30:00,12,calle,9,-58.52887773,-34.64297861,peaton,pasajeros,peaton,masculino,2,Miércoles,Adulto de Edad Media
2018-0116,1,2018-11-01,2018,11,1,2023-12-05 10:50:00,10,gral paz,8,-58.49371157,-34.67981324,peaton,cargas,peaton,masculino,2,Jueves,Adulto Mayor
2018-0117,1,2018-11-04,2018,11,4,2023-12-05 08:15:00,8,avenida,9,-58.48266599,-34.66012327,moto,moto,conductor,masculino,2,Domingo,Adulto
2018-0118,1,2018-11-05,2018,11,5,2023-12-05 14:49:00,14,avenida,3,-58.40612253,-34.60774301,peaton,moto,peaton,femenino,2,Lunes,Anciano
2018-0119,1,2018-11-05,2018,11,5,2023-12-05 22:35:00,22,avenida,8,-58.43613623,-34.66292532,peaton,sd,peaton,femenino,2,Lunes,Adulto
2018-0120,1,2018-11-09,2018,11,9,2023-12-05 13:34:00,13,avenida,12,-58.48250732,-34.57208238,peaton,auto,peaton,femenino,2,Viernes,Adulto Mayor
2018-0121,1,2018-11-09,2018,11,9,2023-12-05 16:32:00,16,avenida,10,-58.49945705,-34.6374328,peaton,pasajeros,peaton,femenino,2,Viernes,Anciano
2018-0122,1,2018-11-12,2018,11,12,2023-12-05 01:00:00,1,autopista,8,-58.47743966,-34.67233407,auto,auto,conductor,masculino,2,Lunes,Adulto
2018-0123,1,2018-11-12,2018,11,12,2023-12-05 03:32:00,3,gral paz,9,-58.5025179,-34.67450313,auto,sd,conductor,masculino,2,Lunes,Adulto
2018-0124,1,2018-11-15,2018,11,15,2023-12-05 19:40:00,19,autopista,9,-58.52144411,-34.63682499,cargas,cargas,conductor,masculino,2,Jueves,Adulto de Edad Media
2018-0125,1,2018-11-16,2018,11,16,2023-12-05 21:12:00,21,avenida,4,-58.41650465,-34.65084045,peaton,pasajeros,peaton,masculino,2,Viernes,Adulto
2018-0126,1,2018-11-18,2018,11,18,2023-12-05 12:11:00,12,gral paz,9,-58.52994219,-34.64055918,moto,auto,conductor,masculino,2,Domingo,Adulto
2018-0127,1,2018-11-19,2018,11,19,2023-12-05 09:14:00,9,gral paz,12,-58.50993046,-34.56919739,moto,moto,conductor,masculino,2,Lunes,Adulto
2018-0128,1,2018-11-25,2018,11,25,2023-12-05 04:30:00,4,gral paz,9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompaniante,masculino,2,Domingo,Adulto Mayor
2018-0128,1,2018-11-25,2018,11,25,2023-12-05 04:30:00,4,gral paz,9,-58.52844623,-34.64592873,auto,pasajeros,pasajero_acompaniante,femenino,2,Domingo,Adulto de Edad Media
2018-0129,1,2018-11-28,2018,11,28,2023-12-05 04:01:00,4,avenida,15,-58.45021367,-34.58695347,moto,pasajeros,conductor,masculino,2,Miércoles,Adulto de Edad Media
2018-0130,1,2018-12-03,2018,12,3,2023-12-05 03:00:00,3,avenida,10,-58.49022072,-34.62770192,moto,pasajeros,conductor,masculino,2,Lunes,Adulto de Edad Media
2018-0131,1,2018-12-07,2018,12,7,2023-12-05 19:10:00,19,avenida,1,-58.36860866,-34.60106568,moto,cargas,conductor,masculino,2,Viernes,Adulto
2018-0132,1,2018-12-12,2018,12,12,2023-12-05 08:26:00,8,autopista,2,-58.39490504,-34.57241534,peaton,cargas,peaton,masculino,2,Miércoles,Anciano
2018-0133,1,2018-12-12,2018,12,12,2023-12-05 14:07:00,14,avenida,7,-58.46963952,-34.63070603,peaton,cargas,peaton,femenino,2,Miércoles,Anciano
2018-0134,1,2018-12-12,2018,12,12,2023-12-05 21:00:00,21,avenida,7,-58.42349365,-34.64019887,peaton,moto,peaton,masculino,2,Miércoles,Adulto Mayor
2018-0135,1,2018-12-18,2018,12,18,2023-12-05 14:40:00,14,avenida,1,-58.37471802,-34.61265002,peaton,pasajeros,peaton,masculino,2,Martes,Anciano
2018-0136,1,2018-12-18,2018,12,18,2023-12-05 15:42:00,15,avenida,7,-58.46438789,-34.62913916,peaton,pasajeros,peaton,femenino,2,Martes,Anciano
2018-0137,1,2018-12-18,2018,12,18,2023-12-05 20:15:00,20,calle,1,-58.38481975,-34.61100424,moto,pasajeros,pasajero_acompaniante,masculino,2,Martes,Adulto
2018-0138,1,2018-12-21,2018,12,21,2023-12-05 09:30:00,9,calle,10,-58.50751833,-34.62073702,pasajeros,pasajeros,pasajero_acompaniante,femenino,2,Viernes,Anciano
2018-0139,1,2018-12-22,2018,12,22,2023-12-05 06:30:00,6,calle,7,-58.44682986,-34.63888084,moto,moto,pasajero_acompaniante,masculino,2,Sábado,Adulto
2018-0140,1,2018-12-22,2018,12,22,2023-12-05 08:05:00,8,calle,1,-58.3600465,-34.61381341,auto,auto,conductor,masculino,2,Sábado,Anciano
2018-0141,1,2018-12-22,2018,12,22,2023-12-05 17:40:00,17,avenida,5,-58.41509546,-34.62085945,peaton,moto,peaton,masculino,2,Sábado,Anciano
2018-0142,1,2018-12-25,2018,12,25,2023-12-05 13:30:00,13,gral paz,12,-58.50997604,-34.57251072,cargas,pasajeros,pasajero_acompaniante,masculino,2,Martes,Adulto
2018-0143,1,2018-12-29,2018,12,29,2023-12-05 05:25:00,5,avenida,10,-58.48606475,-34.64047818,moto,auto,conductor,masculino,2,Sábado,Adulto Joven
2019-0001,1,2019-01-08,2019,1,8,2023-12-05 08:30:00,8,avenida,2,-58.38526125,-34.5780581,moto,cargas,conductor,masculino,1,Martes,Adulto
2019-0002,1,2019-01-09,2019,1,9,2023-12-05 04:00:00,4,avenida,7,-58.45463662,-34.65082149,auto,cargas,conductor,masculino,1,Miércoles,Adulto
2019-0003,1,2019-01-12,2019,1,12,2023-12-05 08:00:00,8,avenida,15,-58.49121672,-34.59718073,moto,auto,conductor,masculino,1,Sábado,Adulto Joven
2019-0004,1,2019-01-14,2019,1,14,2023-12-05 19:58:00,19,avenida,9,-58.47325712,-34.65284605,auto,pasajeros,conductor,masculino,1,Lunes,Anciano
2019-0005,1,2019-01-19,2019,1,19,2023-12-05 12:00:00,12,avenida,10,-58.52108101,-34.63382309,moto,cargas,conductor,masculino,1,Sábado,Adulto de Edad Media
2019-0006,1,2019-01-23,2019,1,23,2023-12-05 05:45:00,5,avenida,14,-58.41652702,-34.55509606,peaton,auto,peaton,femenino,1,Miércoles,Adolescencia
2019-0007,1,2019-01-26,2019,1,26,2023-12-05 19:34:00,19,calle,5,-58.42891604,-34.6107166,moto,auto,conductor,masculino,1,Sábado,Adulto de Edad Media
2019-0008,1,2019-01-30,2019,1,30,2023-12-05 22:45:00,22,gral paz,8,-58.47802293,-34.69156793,moto,multiple,conductor,masculino,1,Miércoles,Adulto de Edad Media
2019-0009,1,2019-01-31,2019,1,31,2023-12-05 14:55:00,14,avenida,1,-58.37564821,-34.62200207,moto,auto,conductor,masculino,1,Jueves,Adulto
2019-0010,1,2019-02-02,2019,2,2,2023-12-05 07:50:00,7,avenida,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,1,Sábado,Adulto de Edad Media
2019-0010,1,2019-02-02,2019,2,2,2023-12-05 07:50:00,7,avenida,14,-58.42668489,-34.56961468,peaton,auto,peaton,masculino,1,Sábado,Adulto Mayor
2019-0011,1,2019-02-10,2019,2,10,2023-12-05 01:00:00,1,gral paz,9,-58.5183993,-34.66252488,peaton,auto,peaton,masculino,1,Domingo,Adulto de Edad Media
2019-0012,1,2019-02-17,2019,2,17,2023-12-05 03:16:00,3,avenida,8,-58.48432691,-34.67665828,moto,auto,conductor,masculino,1,Domingo,Adulto
2019-0013,1,2019-02-20,2019,2,20,2023-12-05 07:30:00,7,calle,7,-58.4338383,-34.64457699,peaton,auto,peaton,masculino,1,Miércoles,Adulto de Edad Media
2019-0014,1,2019-02-20,2019,2,20,2023-12-05 17:30:00,17,calle,11,-58.51664939,-34.58657938,moto,objeto fijo,conductor,masculino,1,Miércoles,Anciano
2019-0015,1,2019-02-23,2019,2,23,2023-12-05 06:57:00,6,avenida,11,-58.49613012,-34.59703502,auto,objeto fijo,conductor,masculino,1,Sábado,Adulto Joven
2019-0016,1,2019-02-24,2019,2,24,2023-12-05 02:00:00,2,calle,4,-58.38313603,-34.63356284,moto,pasajeros,conductor,masculino,1,Domingo,Adulto de Edad Media
2019-0017,1,2019-03-03,2019,3,3,2023-12-05 07:00:00,7,calle,3,-58.39914719,-34.61632317,auto,pasajeros,conductor,masculino,1,Domingo,Adulto Joven
2019-0018,1,2019-03-03,2019,3,3,2023-12-05 23:30:00,23,autopista,13,-58.44927253,-34.54048625,peaton,auto,peaton,femenino,1,Domingo,Adulto
2019-0019,1,2019-03-06,2019,3,6,2023-12-05 12:00:00,12,avenida,13,-58.45049163,-34.55374003,moto,auto,conductor,masculino,1,Miércoles,Adulto de Edad Media
2019-0020,1,2019-03-07,2019,3,7,2023-12-05 21:01:00,21,avenida,5,-58.41288952,-34.63572989,moto,auto,conductor,masculino,1,Jueves,Adulto de Edad Media
2019-0021,1,2019-03-15,2019,3,15,2023-12-05 22:50:00,22,avenida,7,-58.45743597,-34.62561234,moto,auto,conductor,masculino,1,Viernes,Adulto Joven
2019-0022,1,2019-03-15,2019,3,15,1900-01-02 00:00:00,0,avenida,1,-58.39123782,-34.62352245,auto,sd,pasajero_acompaniante,masculino,1,Viernes,Adulto de Edad Media
2019-0023,1,2019-03-16,2019,3,16,2023-12-05 08:28:00,8,gral paz,9,-58.52922765,-34.63637963,auto,objeto fijo,conductor,masculino,1,Sábado,Adulto
2019-0024,1,2019-03-19,2019,3,19,1900-01-14 07:12:00,7,avenida,1,-58.37208118,-34.58541957,moto,cargas,conductor,masculino,1,Martes,Adulto
2019-0025,1,2019-03-22,2019,3,22,2023-12-05 13:10:00,13,calle,5,-58.41458534,-34.60937557,peaton,auto,peaton,masculino,1,Viernes,Adulto
2019-0026,1,2019-03-28,2019,3,28,2023-12-05 07:32:00,7,avenida,8,-58.47976785,-34.69153196,peaton,pasajeros,peaton,masculino,1,Jueves,Adulto de Edad Media
2019-0027,1,2019-03-28,2019,3,28,2023-12-05 11:11:00,11,avenida,2,-58.39990285,-34.59511714,bicicleta,multiple,ciclista,masculino,1,Jueves,Adulto de Edad Media
2019-0028,1,2019-04-06,2019,4,6,2023-12-05 09:15:00,9,avenida,11,-58.46051346,-34.60588536,peaton,pasajeros,peaton,femenino,1,Sábado,Adulto de Edad Media
2019-0029,1,2019-04-07,2019,4,7,2023-12-05 10:15:00,10,avenida,8,-58.47976785,-34.69153196,moto,objeto fijo,conductor,masculino,1,Domingo,Adulto
2019-0030,1,2019-04-09,2019,4,9,2023-12-05 16:00:00,16,calle,7,-58.45457546,-34.62447891,moto,cargas,conductor,masculino,1,Martes,Adulto
2019-0031,1,2019-04-12,2019,4,12,2023-12-05 19:55:00,19,avenida,1,-58.36951669,-34.59832047,bicicleta,cargas,ciclista,masculino,1,Viernes,Adulto Joven
2019-0032,1,2019-04-16,2019,4,16,2023-12-05 11:00:00,11,avenida,11,-58.46415322,-34.6044379,peaton,auto,peaton,femenino,1,Martes,Anciano
