idHecho,N_VICTIMAS,FECHA_x,AAAA_x,MM_x,DD_x,HORA,HH,TIPO_DE_CALLE,COMUNA,Longitud,Latitud,VICTIMA_x,ACUSADO,ROL,SEXO,semestre,dia_semana_espanol,Rango Etario
2017-0012,1,2017-01-24,2017,1,24,2023-12-05 14:00:00,14,calle,4,-58.40969005,-34.6505529,moto,cargas,conductor,masculino,1,Martes,Adulto
2017-0013,1,2017-01-27,2017,1,27,2023-12-05 07:00:00,7,avenida,4,-58.38972622,-34.65098981,peaton,cargas,peaton,masculino,1,Viernes,Infante
2017-0014,1,2017-01-28,2017,1,28,2023-12-05 08:27:34,8,avenida,12,-58.49185972,-34.55046754,moto,multiple,pasajero_acompaniante,femenino,1,Sábado,Adulto Joven
2017-0015,1,2017-02-02,2017,2,2,2023-12-05 15:18:03,15,avenida,2,-58.39293417,-34.59963642,peaton,auto,peaton,masculino,1,Jueves,Anciano
2017-0016,1,2017-02-03,2017,2,3,2023-12-05 05:12:21,5,autopista,1,-58.38099494,-34.62288231,moto,cargas,conductor,masculino,1,Viernes,Adulto
2017-0017,1,2017-02-06,2017,2,6,2023-12-05 08:00:00,8,avenida,14,-58.429012,-34.58095431,moto,auto,conductor,masculino,1,Lunes,Adulto
2017-0018,1,2017-02-09,2017,2,9,2023-12-05 07:00:00,7,gral paz,9,-58.50877521,-34.66977709,moto,auto,conductor,masculino,1,Jueves,Adulto
2017-0021,1,2017-02-18,2017,2,18,2023-12-05 05:30:00,5,calle,1,-58.38362373,-34.60509972,moto,pasajeros,conductor,masculino,1,Sábado,Adulto de Edad Media
2017-0024,1,2017-02-23,2017,2,23,2023-12-05 20:50:00,20,avenida,7,-58.46589308,-34.62955795,peaton,pasajeros,peaton,masculino,1,Jueves,Adulto de Edad Media
2017-0025,1,2017-02-24,2017,2,24,2023-12-05 17:05:00,17,avenida,7,-58.43614426,-34.6542464,moto,sd,conductor,masculino,1,Viernes,Adulto Joven
2017-0026,1,2017-02-26,2017,2,26,2023-12-05 05:15:00,5,avenida,4,-58.41842777,-34.64979057,auto,objeto fijo,pasajero_acompaniante,femenino,1,Domingo,Adulto Joven
2017-0026,1,2017-02-26,2017,2,26,2023-12-05 05:15:00,5,avenida,4,-58.41842777,-34.64979057,auto,objeto fijo,conductor,masculino,1,Domingo,Adulto Joven
2017-0027,1,2017-02-26,2017,2,26,2023-12-05 21:57:00,21,avenida,1,-58.38332245,-34.6319325,peaton,auto,peaton,masculino,1,Domingo,Adulto de Edad Media
2017-0028,1,2017-02-28,2017,2,28,2023-12-05 09:20:00,9,avenida,6,-58.45475488,-34.61196327,peaton,auto,peaton,masculino,1,Martes,Anciano
2017-0029,1,2017-03-07,2017,3,7,2023-12-05 02:15:00,2,calle,9,-58.48501341,-34.64742455,sd,auto,sd,masculino,1,Martes,Adulto
2017-0030,1,2017-03-07,2017,3,7,2023-12-05 08:00:00,8,avenida,9,-58.47010988,-34.65872088,auto,pasajeros,conductor,femenino,1,Martes,Adulto
2017-0031,1,2017-03-11,2017,3,11,2023-12-05 01:30:00,1,calle,3,-58.4099756,-34.62873635,auto,objeto fijo,pasajero_acompaniante,masculino,1,Sábado,Anciano
2017-0032,1,2017-03-12,2017,3,12,2023-12-05 05:00:00,5,gral paz,8,-58.48892175,-34.68359163,auto,auto,pasajero_acompaniante,femenino,1,Domingo,Adulto de Edad Media
2017-0033,1,2017-03-12,2017,3,12,2023-12-05 07:30:00,7,gral paz,11,-58.52466448,-34.60325478,auto,auto,conductor,masculino,1,Domingo,Adulto
2017-0034,1,2017-03-13,2017,3,13,2023-12-05 07:50:00,7,calle,14,-58.42554218,-34.57929036,peaton,auto,peaton,masculino,1,Lunes,Adulto de Edad Media
2017-0035,1,2017-03-23,2017,3,23,2023-12-05 05:00:00,5,avenida,1,-58.35881506,-34.61113641,auto,objeto fijo,conductor,masculino,1,Jueves,Adulto
2017-0035,1,2017-03-23,2017,3,23,2023-12-05 05:00:00,5,avenida,1,-58.35881506,-34.61113641,auto,objeto fijo,pasajero_acompaniante,masculino,1,Jueves,Adulto
2017-0035,1,2017-03-23,2017,3,23,2023-12-05 05:00:00,5,avenida,1,-58.35881506,-34.61113641,auto,objeto fijo,pasajero_acompaniante,masculino,1,Jueves,Adulto
2017-0036,1,2017-03-29,2017,3,29,2023-12-05 18:00:00,18,gral paz,12,-58.51452347,-34.58159762,moto,pasajeros,pasajero_acompaniante,femenino,1,Miércoles,Adulto de Edad Media
2017-0036,1,2017-03-29,2017,3,29,2023-12-05 18:00:00,18,gral paz,12,-58.51452347,-34.58159762,moto,pasajeros,conductor,masculino,1,Miércoles,Adulto Joven
2017-0037,1,2017-03-31,2017,3,31,2023-12-05 03:00:00,3,avenida,1,-58.38896772,-34.61799615,moto,cargas,conductor,masculino,1,Viernes,Adulto de Edad Media
2017-0038,1,2017-04-01,2017,4,1,2023-12-05 19:00:00,19,avenida,7,-58.44516857,-34.64363363,moto,auto,conductor,femenino,1,Sábado,Adulto de Edad Media
2017-0040,1,2017-04-03,2017,4,3,2023-12-05 09:40:00,9,avenida,13,-58.43834197,-34.54560369,auto,multiple,conductor,masculino,1,Lunes,Adulto de Edad Media
2017-0041,1,2017-04-03,2017,4,3,2023-12-05 23:15:00,23,calle,7,-58.45485084,-34.63531854,moto,auto,conductor,masculino,1,Lunes,Adolescencia
2017-0042,1,2017-04-10,2017,4,10,2023-12-05 09:00:00,9,gral paz,14,0.0,0.0,moto,cargas,conductor,masculino,1,Lunes,Adulto de Edad Media
2017-0045,1,2017-04-14,2017,4,14,2023-12-05 06:15:00,6,calle,10,-58.52449285,-34.62454175,moto,objeto fijo,conductor,masculino,1,Viernes,Adulto Joven
2017-0047,1,2017-04-23,2017,4,23,2023-12-05 06:30:00,6,avenida,8,-58.46713742,-34.6719879,moto,auto,conductor,masculino,1,Domingo,Adulto de Edad Media
2017-0049,1,2017-04-27,2017,4,27,2023-12-05 18:16:00,18,avenida,8,-58.43850413,-34.65554754,peaton,pasajeros,peaton,masculino,1,Jueves,Adulto Joven
2017-0050,1,2017-04-28,2017,4,28,2023-12-05 11:08:08,11,autopista,9,0.0,0.0,moto,cargas,conductor,masculino,1,Viernes,Adulto Mayor
2017-0050,1,2017-04-28,2017,4,28,2023-12-05 11:08:08,11,autopista,9,0.0,0.0,moto,cargas,pasajero_acompaniante,masculino,1,Viernes,Adolescencia
2017-0051,1,2017-05-01,2017,5,1,2023-12-05 03:47:47,3,autopista,7,0.0,0.0,auto,auto,conductor,masculino,1,Lunes,Adulto
2017-0052,1,2017-05-05,2017,5,5,2023-12-05 03:40:00,3,gral paz,8,-58.49413799,-34.68095739,peaton,cargas,peaton,femenino,1,Viernes,Adulto Mayor
2017-0053,1,2017-05-05,2017,5,5,2023-12-05 20:16:22,20,calle,4,-58.37547846,-34.65326075,moto,cargas,conductor,masculino,1,Viernes,Adulto
2017-0054,1,2017-05-07,2017,5,7,2023-12-05 21:00:00,21,avenida,15,-58.48680218,-34.58689719,moto,auto,pasajero_acompaniante,femenino,1,Domingo,Adulto Joven
2017-0055,1,2017-05-09,2017,5,9,2023-12-05 08:30:00,8,avenida,12,-58.49563989,-34.57962262,auto,auto,conductor,masculino,1,Martes,Adulto
2017-0058,1,2017-05-09,2017,5,9,2023-12-05 23:10:00,23,avenida,1,-58.38403232,-34.5991594,peaton,moto,peaton,masculino,1,Martes,Anciano
2017-0059,1,2017-05-11,2017,5,11,2023-12-05 09:24:00,9,calle,1,-58.38223382,-34.62693865,peaton,pasajeros,peaton,femenino,1,Jueves,Adulto de Edad Media
2017-0060,1,2017-05-13,2017,5,13,2023-12-05 07:20:00,7,avenida,8,-58.45966521,-34.67323292,moto,objeto fijo,pasajero_acompaniante,masculino,1,Sábado,Adulto
2017-0061,1,2017-05-15,2017,5,15,2023-12-05 13:29:30,13,avenida,2,-58.39303911,-34.59871111,peaton,moto,peaton,masculino,1,Lunes,Adulto Mayor
2017-0062,1,2017-05-15,2017,5,15,2023-12-05 16:00:00,16,avenida,10,-58.51262106,-34.63395999,moto,cargas,conductor,masculino,1,Lunes,Adulto de Edad Media
2017-0063,1,2017-05-17,2017,5,17,2023-12-05 10:13:00,10,avenida,1,-58.38118367,-34.61646839,peaton,pasajeros,peaton,femenino,1,Miércoles,Anciano
2017-0064,1,2017-05-20,2017,5,20,2023-12-05 05:00:00,5,calle,1,-58.37653284,-34.60582475,cargas,auto,pasajero_acompaniante,masculino,1,Sábado,Anciano
2017-0065,1,2017-05-22,2017,5,22,2023-12-05 16:00:00,16,avenida,4,-58.37709334,-34.64035082,bicicleta,cargas,ciclista,masculino,1,Lunes,Adulto Joven
2017-0066,1,2017-05-22,2017,5,22,2023-12-05 18:10:00,18,avenida,15,-58.46002142,-34.60409469,peaton,pasajeros,peaton,masculino,1,Lunes,Niñez
2017-0067,1,2017-05-23,2017,5,23,2023-12-05 02:45:00,2,avenida,6,-58.4338197,-34.62801894,moto,cargas,conductor,masculino,1,Martes,Adulto Joven
2017-0068,1,2017-05-27,2017,5,27,2023-12-05 19:50:00,19,avenida,8,-58.43580656,-34.66437532,moto,objeto fijo,conductor,masculino,1,Sábado,Adulto
2017-0069,1,2017-05-24,2017,5,24,2023-12-05 14:15:00,14,gral paz,9,-58.52173071,-34.65997463,moto,sd,conductor,masculino,1,Miércoles,Adulto de Edad Media
2017-0070,1,2017-05-30,2017,5,30,2023-12-05 13:20:00,13,calle,11,-58.50791763,-34.59804273,peaton,auto,peaton,masculino,1,Martes,Anciano
2017-0072,1,2017-06-03,2017,6,3,2023-12-05 23:20:00,23,avenida,12,-58.49175088,-34.58226957,auto,auto,conductor,masculino,1,Sábado,Adulto
2017-0073,1,2017-06-04,2017,6,4,2023-12-05 09:00:00,9,avenida,3,-58.40781467,-34.60425669,moto,auto,conductor,masculino,1,Domingo,Adulto Joven
2017-0074,1,2017-06-04,2017,6,4,2023-12-05 12:50:00,12,calle,9,-58.52567073,-34.63787791,sd,sd,sd,masculino,1,Domingo,Anciano
2017-0075,1,2017-06-12,2017,6,12,2023-12-05 22:38:00,22,avenida,1,-58.381542,-34.60906385,peaton,moto,peaton,masculino,1,Lunes,Adulto Mayor
2017-0076,1,2017-06-13,2017,6,13,2023-12-05 14:50:00,14,avenida,2,-58.38526125,-34.5780581,peaton,cargas,peaton,femenino,1,Martes,Adulto
2017-0077,1,2017-06-17,2017,6,17,2023-12-05 23:45:00,23,calle,14,-58.42934104,-34.58451712,moto,cargas,conductor,femenino,1,Sábado,Anciano
2017-0079,1,2017-06-19,2017,6,19,2023-12-05 16:26:00,16,calle,3,-58.40657493,-34.61781124,moto,cargas,conductor,masculino,1,Lunes,Adulto
2017-0080,1,2017-06-22,2017,6,22,2023-12-05 10:15:00,10,avenida,9,-58.49525314,-34.64487785,peaton,cargas,peaton,femenino,1,Jueves,Anciano
2017-0082,1,2017-06-25,2017,6,25,2023-12-05 22:40:00,22,avenida,4,-58.39092851,-34.62932696,peaton,auto,peaton,masculino,1,Domingo,Adulto de Edad Media
2017-0083,1,2017-07-04,2017,7,4,2023-12-05 00:25:00,0,avenida,9,-58.49603546,-34.64564271,moto,cargas,conductor,masculino,2,Martes,Adulto de Edad Media
2017-0084,1,2017-07-05,2017,7,5,2023-12-05 12:49:00,12,avenida,2,-58.38502878,-34.58703485,peaton,pasajeros,peaton,femenino,2,Miércoles,Anciano
2017-0085,1,2017-07-07,2017,7,7,2023-12-05 14:15:00,14,avenida,4,-58.37261143,-34.63150425,peaton,pasajeros,peaton,masculino,2,Viernes,Anciano
2017-0086,1,2017-07-09,2017,7,9,2023-12-05 07:30:00,7,avenida,9,-58.51876802,-34.63905965,peaton,moto,peaton,femenino,2,Domingo,Adulto
2017-0087,1,2017-07-10,2017,7,10,2023-12-05 10:45:00,10,calle,3,-58.41095567,-34.61516101,peaton,auto,peaton,femenino,2,Lunes,Anciano
2017-0088,1,2017-07-10,2017,7,10,2023-12-05 22:30:00,22,avenida,1,-58.36797542,-34.62519403,peaton,pasajeros,peaton,masculino,2,Lunes,Adulto de Edad Media
2017-0089,1,2017-07-13,2017,7,13,2023-12-05 12:05:00,12,calle,9,-58.51514709,-34.64787051,sd,auto,sd,masculino,2,Jueves,Adulto Joven
2017-0090,1,2017-07-15,2017,7,15,2023-12-05 05:15:00,5,gral paz,11,-58.51925642,-34.59171721,peaton,auto,peaton,masculino,2,Sábado,Adulto Joven
2017-0091,1,2017-07-15,2017,7,15,2023-12-05 13:00:00,13,gral paz,12,-58.48671535,-34.54321216,moto,sd,conductor,masculino,2,Sábado,Adulto Mayor
2017-0092,1,2017-07-24,2017,7,24,2023-12-05 22:16:01,22,autopista,1,-58.38268809,-34.62282019,peaton,auto,peaton,masculino,2,Lunes,Anciano
2017-0093,1,2017-07-25,2017,7,25,2023-12-05 16:48:40,16,autopista,13,-58.43633522,-34.54966288,peaton,auto,peaton,masculino,2,Martes,Adulto de Edad Media
2017-0094,1,2017-07-27,2017,7,27,2023-12-05 08:50:00,8,calle,10,-58.52640838,-34.61765855,bicicleta,cargas,ciclista,femenino,2,Jueves,Adulto Mayor
2017-0095,1,2017-08-06,2017,8,6,2023-12-05 08:00:00,8,avenida,14,-58.41894306,-34.59778875,moto,auto,conductor,masculino,2,Domingo,Adulto de Edad Media
2017-0096,1,2017-08-07,2017,8,7,2023-12-05 19:50:00,19,avenida,13,-58.46756026,-34.54972741,peaton,pasajeros,peaton,masculino,2,Lunes,Anciano
2017-0098,1,2017-08-08,2017,8,8,2023-12-05 12:10:00,12,calle,7,-58.45715752,-34.63132912,peaton,auto,peaton,femenino,2,Martes,Anciano
2017-0099,1,2017-08-17,2017,8,17,2023-12-05 19:45:00,19,avenida,14,-58.42406784,-34.56213916,bicicleta,auto,ciclista,masculino,2,Jueves,Adulto
2017-0100,1,2017-08-21,2017,8,21,2023-12-05 07:45:00,7,calle,3,-58.3967447,-34.61512051,moto,objeto fijo,pasajero_acompaniante,femenino,2,Lunes,Adolescencia
2017-0101,1,2017-08-23,2017,8,23,2023-12-05 10:00:00,10,avenida,13,-58.44537508,-34.57084818,peaton,multiple,peaton,femenino,2,Miércoles,Anciano
2017-0102,1,2017-08-24,2017,8,24,2023-12-05 01:10:00,1,avenida,4,-58.40056767,-34.6510708,peaton,cargas,peaton,masculino,2,Jueves,Adulto Mayor
2017-0104,1,2017-08-25,2017,8,25,2023-12-05 09:00:00,9,avenida,1,-58.38109568,-34.61853244,peaton,cargas,peaton,femenino,2,Viernes,Adulto Joven
2017-0106,1,2017-08-31,2017,8,31,2023-12-05 19:50:00,19,calle,14,-58.42533612,-34.58035258,peaton,pasajeros,peaton,femenino,2,Jueves,Anciano
2017-0107,1,2017-09-01,2017,9,1,2023-12-05 11:30:00,11,avenida,13,-58.46062311,-34.54395182,moto,cargas,conductor,masculino,2,Viernes,Adulto de Edad Media
2017-0108,1,2017-09-02,2017,9,2,2023-12-05 04:53:08,4,gral paz,12,-58.49491054,-34.54795581,auto,objeto fijo,pasajero_acompaniante,masculino,2,Sábado,Adolescencia
2017-0108,1,2017-09-02,2017,9,2,2023-12-05 04:53:08,4,gral paz,12,-58.49491054,-34.54795581,auto,objeto fijo,pasajero_acompaniante,masculino,2,Sábado,Niñez
2017-0109,1,2017-09-04,2017,9,4,2023-12-05 21:00:00,21,avenida,7,-58.47130269,-34.63665402,moto,auto,conductor,masculino,2,Lunes,Adulto Joven
2017-0110,1,2017-09-06,2017,9,6,2023-12-05 14:15:00,14,avenida,1,-58.370488,-34.60189492,peaton,pasajeros,peaton,masculino,2,Miércoles,Adulto Mayor
2017-0111,1,2017-09-07,2017,9,7,2023-12-05 18:23:37,18,calle,4,-58.42023854,-34.6423411,peaton,cargas,peaton,femenino,2,Jueves,Anciano
2017-0112,1,2017-09-10,2017,9,10,2023-12-05 09:32:17,9,autopista,7,-58.45807401,-34.6399743,auto,objeto fijo,pasajero_acompaniante,masculino,2,Domingo,Infante
2017-0112,1,2017-09-10,2017,9,10,2023-12-05 09:32:17,9,autopista,7,-58.45807401,-34.6399743,auto,objeto fijo,pasajero_acompaniante,masculino,2,Domingo,Adulto de Edad Media
2017-0113,1,2017-09-11,2017,9,11,2023-12-05 06:30:00,6,avenida,1,-58.37697717,-34.59573848,peaton,pasajeros,peaton,femenino,2,Lunes,Anciano
2017-0114,1,2017-09-15,2017,9,15,2023-12-05 02:30:00,2,avenida,2,-58.3910058,-34.5849866,auto,objeto fijo,conductor,masculino,2,Viernes,Adulto
2017-0115,1,2017-09-19,2017,9,19,2023-12-05 18:52:33,18,avenida,5,-58.42182126,-34.63089661,moto,bicicleta,conductor,masculino,2,Martes,Adulto
2017-0116,1,2017-09-20,2017,9,20,2023-12-05 22:24:00,22,gral paz,12,-58.51389422,-34.58075791,moto,objeto fijo,conductor,masculino,2,Miércoles,Adulto Joven
2017-0118,1,2017-09-22,2017,9,22,2023-12-05 07:02:09,7,avenida,4,-58.37585415,-34.65232158,moto,auto,pasajero_acompaniante,femenino,2,Viernes,Adulto
2017-0120,1,2017-10-02,2017,10,2,2023-12-05 15:55:33,15,autopista,9,-58.47297505,-34.66245085,moto,cargas,conductor,masculino,2,Lunes,Adulto Joven
2017-0123,1,2017-10-10,2017,10,10,2023-12-05 01:05:38,1,avenida,8,-58.46855503,-34.67216349,peaton,auto,peaton,femenino,2,Martes,Adulto de Edad Media
2017-0124,1,2017-10-12,2017,10,12,2023-12-05 14:40:28,14,calle,15,-58.44254033,-34.59185043,moto,pasajeros,conductor,masculino,2,Jueves,Adulto Mayor
2017-0125,1,2017-10-13,2017,10,13,2023-12-05 06:12:20,6,avenida,8,-58.46622247,-34.67926929,moto,objeto fijo,conductor,masculino,2,Viernes,Adulto
2017-0126,1,2017-10-14,2017,10,14,2023-12-05 06:15:00,6,avenida,8,-58.48003734,-34.68148508,auto,objeto fijo,pasajero_acompaniante,masculino,2,Sábado,Adulto de Edad Media
2017-0126,1,2017-10-14,2017,10,14,2023-12-05 06:15:00,6,avenida,8,-58.48003734,-34.68148508,auto,objeto fijo,conductor,masculino,2,Sábado,Adulto de Edad Media
2017-0127,1,2017-10-16,2017,10,16,2023-12-05 07:45:00,7,avenida,2,-58.41192137,-34.59800248,moto,moto,pasajero_acompaniante,masculino,2,Lunes,Adulto
2017-0128,1,2017-10-17,2017,10,17,2023-12-05 12:30:00,12,calle,6,-58.44034689,-34.61349731,peaton,pasajeros,peaton,femenino,2,Martes,Anciano
2017-0129,1,2017-10-26,2017,10,26,2023-12-05 19:15:15,19,autopista,9,-58.47155277,-34.64925746,moto,pasajeros,conductor,masculino,2,Jueves,Adulto Mayor
2017-0130,1,2017-10-27,2017,10,27,2023-12-05 05:30:00,5,avenida,15,-58.47883099,-34.59967065,auto,cargas,conductor,masculino,2,Viernes,Adulto Joven
2017-0132,1,2017-10-30,2017,10,30,2023-12-05 14:00:00,14,avenida,8,-58.46552171,-34.6937413,moto,pasajeros,conductor,masculino,2,Lunes,Adulto Joven
2017-0134,1,2017-11-06,2017,11,6,2023-12-05 18:00:00,18,avenida,8,-58.4423972,-34.66777987,peaton,pasajeros,peaton,femenino,2,Lunes,Adulto Mayor
2017-0135,1,2017-11-07,2017,11,7,2023-12-05 12:14:10,12,avenida,15,-58.47032551,-34.59626814,moto,cargas,conductor,masculino,2,Martes,Adulto
2017-0136,1,2017-11-16,2017,11,16,2023-12-05 08:43:00,8,avenida,4,-58.41827843,-34.65522746,peaton,pasajeros,peaton,masculino,2,Jueves,Adulto Mayor
2017-0137,1,2017-11-17,2017,11,17,2023-12-05 11:45:00,11,avenida,11,-58.51280715,-34.59279388,peaton,cargas,peaton,femenino,2,Viernes,Anciano
2017-0138,1,2017-11-19,2017,11,19,2023-12-05 10:30:00,10,avenida,7,-58.46258582,-34.64385704,moto,objeto fijo,pasajero_acompaniante,masculino,2,Domingo,Adulto
2017-0139,1,2017-11-19,2017,11,19,2023-12-05 22:30:00,22,avenida,8,-58.45064148,-34.68003614,auto,objeto fijo,pasajero_acompaniante,femenino,2,Domingo,Adolescencia
2017-0140,1,2017-11-19,2017,11,19,2023-12-05 23:22:17,23,autopista,4,0.0,0.0,moto,pasajeros,conductor,masculino,2,Domingo,Adulto
2017-0141,1,2017-11-23,2017,11,23,2023-12-05 19:45:00,19,avenida,6,-58.42717783,-34.62513374,peaton,pasajeros,peaton,femenino,2,Jueves,Adulto Joven
2017-0143,1,2017-11-25,2017,11,25,2023-12-05 21:45:00,21,calle,11,-58.46442001,-34.60724519,auto,pasajeros,conductor,masculino,2,Sábado,Adulto Mayor
2017-0144,1,2017-11-26,2017,11,26,2023-12-05 06:45:00,6,gral paz,8,-58.47064556,-34.69843756,auto,objeto fijo,pasajero_acompaniante,femenino,2,Domingo,Adulto Mayor
2017-0145,1,2017-11-26,2017,11,26,2023-12-05 17:05:00,17,calle,5,-58.41677733,-34.61223119,moto,auto,conductor,masculino,2,Domingo,Adulto Mayor
2017-0147,1,2017-11-28,2017,11,28,2023-12-05 11:15:00,11,gral paz,9,-58.5025179,-34.67450313,moto,auto,conductor,masculino,2,Martes,Adulto Mayor
2017-0148,1,2017-11-29,2017,11,29,2023-12-05 10:45:00,10,avenida,3,-58.40708125,-34.62438894,peaton,pasajeros,peaton,femenino,2,Miércoles,Anciano
2017-0149,1,2017-11-30,2017,11,30,2023-12-05 12:20:00,12,avenida,1,-58.36947198,-34.61477051,peaton,pasajeros,peaton,masculino,2,Jueves,Adolescencia
2017-0150,1,2017-12-04,2017,12,4,2023-12-05 01:15:00,1,avenida,9,-58.51140889,-34.63934531,peaton,auto,peaton,masculino,2,Lunes,Adulto Mayor
2017-0151,1,2017-12-04,2017,12,4,2023-12-05 02:15:00,2,calle,4,-58.37460912,-34.65559133,peaton,pasajeros,peaton,masculino,2,Lunes,Adulto de Edad Media
2017-0152,1,2017-12-06,2017,12,6,2023-12-05 17:30:00,17,calle,4,-58.41146277,-34.65073916,bicicleta,pasajeros,ciclista,masculino,2,Miércoles,Adulto Joven
2017-0153,1,2017-12-11,2017,12,11,2023-12-05 02:00:00,2,avenida,6,-58.42855267,-34.61829385,moto,pasajeros,pasajero_acompaniante,masculino,2,Lunes,Adulto de Edad Media
2017-0153,1,2017-12-11,2017,12,11,2023-12-05 02:00:00,2,avenida,6,-58.42855267,-34.61829385,moto,pasajeros,conductor,masculino,2,Lunes,Adulto
2017-0154,1,2017-12-11,2017,12,11,2023-12-05 09:15:00,9,avenida,4,-58.39035581,-34.63412287,peaton,pasajeros,peaton,masculino,2,Lunes,Anciano
2017-0155,1,2017-12-12,2017,12,12,2023-12-05 21:25:41,21,avenida,7,-58.45593915,-34.62656868,sd,moto,sd,masculino,2,Martes,Anciano
2017-0157,1,2017-12-17,2017,12,17,2023-12-05 09:02:00,9,gral paz,9,-58.52866211,-34.64597065,auto,pasajeros,conductor,masculino,2,Domingo,Adulto Mayor
2017-0158,1,2017-12-18,2017,12,18,2023-12-05 21:30:00,21,gral paz,11,-58.52037476,-34.59407024,moto,auto,conductor,masculino,2,Lunes,Adulto
2017-0159,1,2017-12-20,2017,12,20,2023-12-05 04:31:27,4,avenida,1,-58.38896772,-34.61799615,moto,auto,conductor,masculino,2,Miércoles,Adulto
2017-0160,1,2017-12-22,2017,12,22,2023-12-05 13:15:00,13,avenida,7,-58.47074114,-34.62771756,peaton,moto,peaton,femenino,2,Viernes,Adulto
2017-0161,1,2017-12-26,2017,12,26,2023-12-05 15:30:00,15,avenida,9,-58.48200819,-34.65969965,peaton,auto,peaton,femenino,2,Martes,Adulto
2018-0001,1,2018-01-01,2018,1,1,2023-12-05 22:50:00,22,avenida,3,-58.39536773,-34.62297346,peaton,moto,peaton,masculino,1,Lunes,Anciano
2018-0002,1,2018-01-03,2018,1,3,2023-12-05 16:40:00,16,calle,1,-58.37456088,-34.61895467,bicicleta,pasajeros,ciclista,femenino,1,Miércoles,Adulto
2018-0003,1,2018-01-05,2018,1,5,2023-12-05 10:12:00,10,avenida,15,-58.44860217,-34.60395657,peaton,multiple,peaton,femenino,1,Viernes,Adulto Mayor
2018-0004,1,2018-01-09,2018,1,9,2023-12-05 09:40:00,9,avenida,13,-58.46129513,-34.54332766,moto,multiple,conductor,masculino,1,Martes,Adulto de Edad Media
2018-0005,1,2018-01-09,2018,1,9,2023-12-05 22:30:00,22,avenida,1,-58.36907201,-34.61953517,peaton,pasajeros,peaton,masculino,1,Martes,Adulto Mayor
2018-0006,1,2018-01-10,2018,1,10,2023-12-05 21:15:00,21,calle,6,-58.44062219,-34.62499107,bicicleta,pasajeros,ciclista,femenino,1,Miércoles,Adulto Mayor
2018-0007,1,2018-01-11,2018,1,11,2023-12-05 02:30:00,2,autopista,9,-58.52502765,-34.63601265,auto,auto,conductor,masculino,1,Jueves,Adulto Mayor
2018-0008,1,2018-01-12,2018,1,12,2023-12-05 17:50:00,17,avenida,1,-58.36659655,-34.61687778,moto,cargas,conductor,femenino,1,Viernes,Adulto
2018-0009,1,2018-01-14,2018,1,14,2023-12-05 02:00:00,2,avenida,4,-58.36737389,-34.62763661,moto,moto,conductor,masculino,1,Domingo,Adulto Joven
2018-0010,1,2018-01-18,2018,1,18,2023-12-05 05:10:00,5,calle,10,-58.49807953,-34.63038658,moto,cargas,conductor,masculino,1,Jueves,Adulto de Edad Media
2018-0011,1,2018-01-19,2018,1,19,2023-12-05 10:30:00,10,avenida,2,-58.39092703,-34.59088447,peaton,pasajeros,peaton,masculino,1,Viernes,Anciano
2018-0012,1,2018-01-26,2018,1,26,2023-12-05 13:30:00,13,calle,8,-58.46912006,-34.68049201,moto,pasajeros,conductor,masculino,1,Viernes,Adulto Joven
2018-0013,1,2018-01-28,2018,1,28,2023-12-05 08:15:00,8,avenida,12,-58.48661286,-34.56786129,moto,auto,conductor,masculino,1,Domingo,Adulto de Edad Media
2018-0014,1,2018-01-31,2018,1,31,2023-12-05 20:00:00,20,avenida,7,-58.44074927,-34.65080597,peaton,moto,peaton,masculino,1,Miércoles,Adulto de Edad Media
2018-0015,1,2018-02-06,2018,2,6,2023-12-05 01:00:00,1,avenida,4,-58.38636298,-34.64684275,moto,pasajeros,conductor,masculino,1,Martes,Adulto
2018-0015,1,2018-02-06,2018,2,6,2023-12-05 01:00:00,1,avenida,4,-58.38636298,-34.64684275,moto,pasajeros,pasajero_acompaniante,masculino,1,Martes,Adulto Joven
2018-0016,1,2018-02-15,2018,2,15,2023-12-05 10:15:00,10,avenida,1,-58.37533517,-34.59276462,moto,cargas,conductor,masculino,1,Jueves,Adulto
2018-0017,1,2018-02-17,2018,2,17,2023-12-05 04:15:00,4,avenida,7,-58.46963952,-34.63070603,peaton,auto,peaton,masculino,1,Sábado,Adulto de Edad Media
2018-0018,1,2018-02-17,2018,2,17,2023-12-05 07:15:00,7,calle,4,-58.37207554,-34.64543658,moto,cargas,conductor,masculino,1,Sábado,Adulto
2018-0019,1,2018-02-17,2018,2,17,2023-12-05 12:30:00,12,avenida,2,-58.39189441,-34.59176378,peaton,pasajeros,peaton,femenino,1,Sábado,Anciano
2018-0020,1,2018-02-19,2018,2,19,2023-12-05 22:00:00,22,autopista,8,-58.45012957,-34.66518343,moto,cargas,conductor,masculino,1,Lunes,Adulto
2018-0021,1,2018-02-22,2018,2,22,2023-12-05 10:45:00,10,avenida,4,-58.40184094,-34.64546845,peaton,pasajeros,peaton,femenino,1,Jueves,Anciano
2018-0022,1,2018-02-24,2018,2,24,2023-12-05 00:00:00,0,avenida,4,-58.37441153,-34.63966783,moto,cargas,conductor,masculino,1,Sábado,Adulto
2018-0023,1,2018-02-24,2018,2,24,2023-12-05 06:00:00,6,calle,6,-58.44110156,-34.62082399,moto,auto,conductor,masculino,1,Sábado,Adulto
